ConflictId,Location,Lat,Lng,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,Year,IntensityLevel,CumulativeIntensity,TypeOfConflict,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,Region,Version
1/5/2015,Indonesia,-0.789275,113.921327,Government of Netherlands,,Indonesian People's Army,1004,,1,Indonesia,1949,1,0,1,10/13/1945,2,12/31/1946,5,1,8/15/1949,1,210,,,,850,3,4/1/2014
1/6/2015,Iran,32.427908,53.688046,Government of Iran,,KDPI,1005,Government of Russia (Soviet Union),1,Kurdistan,1946,1,0,4,5/31/1946,3,5/31/1946,3,1,12/16/1946,1,630,,,365,630,2,4/1/2014
1/6/2015,Iran,32.427908,53.688046,Government of Iran,,KDPI,1005,,1,Kurdistan,1966,1,1,3,5/31/1946,3,12/31/1966,5,0,,,630,,,,630,2,4/1/2014
1/6/2015,Iran,32.427908,53.688046,Government of Iran,,KDPI,1005,,1,Kurdistan,1967,1,1,3,5/31/1946,3,12/31/1966,5,0,,,630,,,,630,2,4/1/2014
1/6/2015,Iran,32.427908,53.688046,Government of Iran,,KDPI,1005,,1,Kurdistan,1968,1,1,3,5/31/1946,3,12/31/1966,5,1,12/31/1968,5,630,,,,630,2,4/1/2014
1/6/2015,Iran,32.427908,53.688046,Government of Iran,,KDPI,1005,,1,Kurdistan,1979,2,1,3,5/31/1946,3,12/31/1979,5,0,,,630,,,,630,2,4/1/2014
1/6/2015,Iran,32.427908,53.688046,Government of Iran,,KDPI,1005,,1,Kurdistan,1980,2,1,3,5/31/1946,3,12/31/1979,5,0,,,630,,,,630,2,4/1/2014
1/6/2015,Iran,32.427908,53.688046,Government of Iran,,KDPI,1005,,1,Kurdistan,1981,1,1,3,5/31/1946,3,12/31/1979,5,0,,,630,,,,630,2,4/1/2014
1/6/2015,Iran,32.427908,53.688046,Government of Iran,,KDPI,1005,,1,Kurdistan,1982,2,1,3,5/31/1946,3,12/31/1979,5,0,,,630,,,,630,2,4/1/2014
1/6/2015,Iran,32.427908,53.688046,Government of Iran,,KDPI,1005,,1,Kurdistan,1983,1,1,3,5/31/1946,3,12/31/1979,5,0,,,630,,,,630,2,4/1/2014
1/6/2015,Iran,32.427908,53.688046,Government of Iran,,KDPI,1005,,1,Kurdistan,1984,1,1,3,5/31/1946,3,12/31/1979,5,0,,,630,,,,630,2,4/1/2014
1/6/2015,Iran,32.427908,53.688046,Government of Iran,,KDPI,1005,,1,Kurdistan,1985,1,1,3,5/31/1946,3,12/31/1979,5,0,,,630,,,,630,2,4/1/2014
1/6/2015,Iran,32.427908,53.688046,Government of Iran,,KDPI,1005,,1,Kurdistan,1986,1,1,3,5/31/1946,3,12/31/1979,5,0,,,630,,,,630,2,4/1/2014
1/6/2015,Iran,32.427908,53.688046,Government of Iran,,KDPI,1005,,1,Kurdistan,1987,1,1,3,5/31/1946,3,12/31/1979,5,0,,,630,,,,630,2,4/1/2014
1/6/2015,Iran,32.427908,53.688046,Government of Iran,,KDPI,1005,,1,Kurdistan,1988,1,1,3,5/31/1946,3,12/31/1979,5,1,12/31/1988,5,630,,,,630,2,4/1/2014
1/6/2015,Iran,32.427908,53.688046,Government of Iran,,KDPI,1005,,1,Kurdistan,1990,1,1,3,5/31/1946,3,7/6/1990,1,1,12/31/1990,5,630,,,,630,2,4/1/2014
1/6/2015,Iran,32.427908,53.688046,Government of Iran,,KDPI,1005,,1,Kurdistan,1993,1,1,3,5/31/1946,3,9/12/1993,2,1,12/31/1993,5,630,,,,630,2,4/1/2014
1/6/2015,Iran,32.427908,53.688046,Government of Iran,,KDPI,1005,,1,Kurdistan,1996,1,1,3,5/31/1946,3,7/28/1996,2,1,12/31/1996,5,630,,,,630,2,4/1/2014
1/7/2015,Iran,32.427908,53.688046,Government of Iran,,Republic of Azerbaijan,1006,Government of Russia (Soviet Union),1,Azerbaijan,1946,1,0,4,11/19/1945,1,12/16/1946,5,1,12/16/1946,1,630,,,365,630,2,4/1/2014
1/8/2015,Israel,31.046051,34.851612,Government of United Kingdom,,IZL [Etzel],1007,,1,Israel,1946,1,0,1,3/31/1939,4,12/31/1946,5,1,12/31/1946,5,200,,,,666,2,4/1/2014
1/9/2015,Laos,19.85627,102.495496,Government of France,,Lao Issara,1008,,1,Laos,1946,1,0,1,3/31/1946,4,3/31/1946,4,0,,,220,,,,812,3,4/1/2014
1/9/2015,Laos,19.85627,102.495496,Government of France,,Lao Issara,1008,,1,Laos,1947,1,0,1,3/31/1946,4,3/31/1946,4,0,,,220,,,,812,3,4/1/2014
1/9/2015,Laos,19.85627,102.495496,Government of France,,Lao Issara,1008,,1,Laos,1948,1,0,1,3/31/1946,4,3/31/1946,4,0,,,220,,,,812,3,4/1/2014
1/9/2015,Laos,19.85627,102.495496,Government of France,,Lao Issara,1008,,1,Laos,1949,1,0,1,3/31/1946,4,3/31/1946,4,0,,,220,,,,812,3,4/1/2014
1/9/2015,Laos,19.85627,102.495496,Government of France,,Lao Issara,1008,,1,Laos,1950,1,1,1,3/31/1946,4,3/31/1946,4,0,,,220,,,,812,3,4/1/2014
1/9/2015,Laos,19.85627,102.495496,Government of France,,Lao Issara,1008,,1,Laos,1951,1,1,1,3/31/1946,4,3/31/1946,4,0,,,220,,,,812,3,4/1/2014
1/9/2015,Laos,19.85627,102.495496,Government of France,,Lao Issara,1008,,1,Laos,1952,1,1,1,3/31/1946,4,3/31/1946,4,0,,,220,,,,812,3,4/1/2014
1/9/2015,Laos,19.85627,102.495496,Government of France,,Lao Issara,1008,,1,Laos,1953,1,1,1,3/31/1946,4,3/31/1946,4,1,12/31/1953,5,220,,,,812,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,Huk,1009,,2,,1946,2,1,3,7/31/1946,4,7/31/1946,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,Huk,1009,,2,,1947,2,1,3,7/31/1946,4,7/31/1946,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,Huk,1009,,2,,1948,2,1,3,7/31/1946,4,7/31/1946,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,Huk,1009,,2,,1949,2,1,3,7/31/1946,4,7/31/1946,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,Huk,1009,,2,,1950,2,1,3,7/31/1946,4,7/31/1946,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,Huk,1009,,2,,1951,2,1,3,7/31/1946,4,7/31/1946,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,Huk,1009,,2,,1952,2,1,3,7/31/1946,4,7/31/1946,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,Huk,1009,,2,,1953,2,1,3,7/31/1946,4,7/31/1946,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,Huk,1009,,2,,1954,2,1,3,7/31/1946,4,7/31/1946,4,1,12/31/1954,5,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1969,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1970,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1971,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1972,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1973,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1974,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1975,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1976,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1977,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1978,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1979,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1980,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1981,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1982,2,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1983,2,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1984,2,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1985,2,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1986,2,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","1010, 1011",,2,,1987,2,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1988,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","1010, 1011",,2,,1989,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","1010, 1011",,2,,1990,2,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1991,2,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1992,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1993,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1994,1,1,3,7/31/1946,4,9/30/1969,4,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1995,1,1,3,7/31/1946,4,9/30/1969,4,1,12/13/1995,1,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1997,1,1,3,7/31/1946,4,11/23/1997,1,1,12/22/1997,1,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,1999,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,2000,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,2001,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,2002,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,2003,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,2004,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,2005,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,2006,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,2007,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,2008,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,2009,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,2010,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,2011,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,2012,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4/1/2014
1/10/2015,Philippines,12.879721,121.774017,Government of Philippines,,CPP,1010,,2,,2013,1,1,3,7/31/1946,4,6/6/1999,1,0,,,840,,,,840,3,4/1/2014
1/11/2015,Russia (Soviet Union),51.2206431,51.3635194,Government of Russia (Soviet Union),,Forest Brothers,1012,,1,Estonia,1946,1,1,3,12/31/1944,6,12/31/1946,5,0,,,365,,,,365,1,4/1/2014
1/11/2015,Russia (Soviet Union),51.2206431,51.3635194,Government of Russia (Soviet Union),,Forest Brothers,1012,,1,Estonia,1947,1,1,3,12/31/1944,6,12/31/1946,5,0,,,365,,,,365,1,4/1/2014
1/11/2015,Russia (Soviet Union),51.2206431,51.3635194,Government of Russia (Soviet Union),,Forest Brothers,1012,,1,Estonia,1948,1,1,3,12/31/1944,6,12/31/1946,5,1,12/31/1948,5,365,,,,365,1,4/1/2014
1/12/2015,Russia (Soviet Union),51.2206431,51.3635194,Government of Russia (Soviet Union),,"LNPA, LTS(p)A","1013, 1014",,1,Latvia,1946,1,0,3,12/31/1945,6,12/31/1946,5,1,12/31/1946,5,365,,,,365,1,4/1/2014
1/13/2015,Russia (Soviet Union),51.2206431,51.3635194,Government of Russia (Soviet Union),,BDPS,1015,,1,Lithuania,1946,2,1,3,6/30/1946,4,6/30/1946,4,0,,,365,,,,365,1,4/1/2014
1/13/2015,Russia (Soviet Union),51.2206431,51.3635194,Government of Russia (Soviet Union),,BDPS,1015,,1,Lithuania,1947,2,1,3,6/30/1946,4,6/30/1946,4,0,,,365,,,,365,1,4/1/2014
1/13/2015,Russia (Soviet Union),51.2206431,51.3635194,Government of Russia (Soviet Union),,BDPS,1015,,1,Lithuania,1948,1,1,3,6/30/1946,4,6/30/1946,4,1,12/31/1948,5,365,,,,365,1,4/1/2014
1/14/2015,Russia (Soviet Union),51.2206431,51.3635194,Government of Russia (Soviet Union),,UPA,1016,,1,Ukraine,1946,2,1,3,12/31/1941,5,12/31/1946,5,0,,,365,,,,365,1,4/1/2014
1/14/2015,Russia (Soviet Union),51.2206431,51.3635194,Government of Russia (Soviet Union),,UPA,1016,,1,Ukraine,1947,2,1,3,12/31/1941,5,12/31/1946,5,0,,,365,,,,365,1,4/1/2014
1/14/2015,Russia (Soviet Union),51.2206431,51.3635194,Government of Russia (Soviet Union),,UPA,1016,,1,Ukraine,1948,2,1,3,12/31/1941,5,12/31/1946,5,0,,,365,,,,365,1,4/1/2014
1/14/2015,Russia (Soviet Union),51.2206431,51.3635194,Government of Russia (Soviet Union),,UPA,1016,,1,Ukraine,1949,1,1,3,12/31/1941,5,12/31/1946,5,0,,,365,,,,365,1,4/1/2014
1/14/2015,Russia (Soviet Union),51.2206431,51.3635194,Government of Russia (Soviet Union),,UPA,1016,,1,Ukraine,1950,1,1,3,12/31/1941,5,12/31/1946,5,1,12/31/1950,5,365,,,,365,1,4/1/2014
1/15/2015,"France, Thailand",14.036752,99.5178339,Government of France,,Government of Thailand,800,,1,Northern Cambodia,1946,1,0,2,5/7/1946,1,5/7/1946,1,1,11/17/1946,1,220,,800,,"220, 800",3,4/1/2014
1/16/2015,"Albania, United Kingdom",41.3303496,19.8077044,Government of Albania,,Government of United Kingdom,200,,1,Korfu Channel,1946,1,0,2,10/22/1946,1,10/22/1946,1,1,12/31/1946,5,339,,200,,"200, 339",1,4/1/2014
1/17/2015,Vietnam (North Vietnam),14.058324,108.277199,Government of France,,Viet minh,1017,,1,Vietnam,1946,2,1,1,11/20/1946,1,11/20/1946,1,0,,,220,,,,816,3,4/1/2014
1/17/2015,Vietnam (North Vietnam),14.058324,108.277199,Government of France,,Viet minh,1017,,1,Vietnam,1947,2,1,1,11/20/1946,1,11/20/1946,1,0,,,220,,,,816,3,4/1/2014
1/17/2015,Vietnam (North Vietnam),14.058324,108.277199,Government of France,,Viet minh,1017,,1,Vietnam,1948,2,1,1,11/20/1946,1,11/20/1946,1,0,,,220,,,,816,3,4/1/2014
1/17/2015,Vietnam (North Vietnam),14.058324,108.277199,Government of France,,Viet minh,1017,,1,Vietnam,1949,2,1,1,11/20/1946,1,11/20/1946,1,0,,,220,,,,816,3,4/1/2014
1/17/2015,Vietnam (North Vietnam),14.058324,108.277199,Government of France,,Viet minh,1017,,1,Vietnam,1950,2,1,1,11/20/1946,1,11/20/1946,1,0,,,220,,,,816,3,4/1/2014
1/17/2015,Vietnam (North Vietnam),14.058324,108.277199,Government of France,,Viet minh,1017,,1,Vietnam,1951,2,1,1,11/20/1946,1,11/20/1946,1,0,,,220,,,,816,3,4/1/2014
1/17/2015,Vietnam (North Vietnam),14.058324,108.277199,Government of France,,Viet minh,1017,,1,Vietnam,1952,2,1,1,11/20/1946,1,11/20/1946,1,0,,,220,,,,816,3,4/1/2014
1/17/2015,Vietnam (North Vietnam),14.058324,108.277199,Government of France,,Viet minh,1017,,1,Vietnam,1953,2,1,1,11/20/1946,1,11/20/1946,1,0,,,220,,,,816,3,4/1/2014
1/17/2015,Vietnam (North Vietnam),14.058324,108.277199,Government of France,,Viet minh,1017,,1,Vietnam,1954,2,1,1,11/20/1946,1,11/20/1946,1,1,7/20/1954,1,220,,,,816,3,4/1/2014
1/18/2015,China,35.86166,104.195397,Government of China,,Taiwanese insurgents,1018,,1,Taiwan,1947,2,1,3,2/28/1947,1,2/28/1947,1,1,3/24/1947,1,710,,,,710,3,4/1/2014
1/19/2015,Hyderabadh,17.385044,78.486671,Government of Hyderabad,,CPI,1019,,2,,1947,2,1,3,6/30/1947,4,6/30/1947,4,0,,,751,,,,751,3,4/1/2014
1/19/2015,Hyderabadh,17.385044,78.486671,Government of Hyderabad,,CPI,1019,,2,,1948,2,1,3,6/30/1947,4,6/30/1947,4,1,9/18/1948,1,751,,,,751,3,4/1/2014
1/20/2015,"India, Pakistan",28.6195429,77.2351854,Government of India,,Government of Pakistan,770,,1,Kashmir,1948,2,1,2,12/31/1948,5,12/31/1948,5,1,12/31/1948,1,750,,770,,"750, 770",3,4/1/2014
1/20/2015,"India, Pakistan",28.6195429,77.2351854,Government of India,,Government of Pakistan,770,,1,Kashmir,1964,1,1,2,12/31/1948,5,12/31/1964,5,0,,,750,,770,,"750, 770",3,4/1/2014
1/20/2015,"India, Pakistan",28.6195429,77.2351854,Government of India,,Government of Pakistan,770,,1,Kashmir,1965,2,1,2,12/31/1948,5,12/31/1964,5,1,12/15/1965,1,750,,770,,"750, 770",3,4/1/2014
1/20/2015,"India, Pakistan",28.6195429,77.2351854,Government of India,,Government of Pakistan,770,,1,Kashmir,1971,2,1,2,12/31/1948,5,12/3/1971,1,1,12/17/1971,3,750,,770,,"750, 770",3,4/1/2014
1/20/2015,"India, Pakistan",28.6195429,77.2351854,Government of India,,Government of Pakistan,770,,1,Kashmir,1984,1,1,2,12/31/1948,5,12/31/1984,5,1,12/31/1984,5,750,,770,,"750, 770",3,4/1/2014
1/20/2015,"India, Pakistan",28.6195429,77.2351854,Government of India,,Government of Pakistan,770,,1,Kashmir,1987,1,1,2,12/31/1948,5,12/31/1987,5,1,12/31/1987,5,750,,770,,"750, 770",3,4/1/2014
1/20/2015,"India, Pakistan",28.6195429,77.2351854,Government of India,,Government of Pakistan,770,,1,Kashmir,1989,1,1,2,12/31/1948,5,12/31/1989,5,0,,,750,,770,,"750, 770",3,4/1/2014
1/20/2015,"India, Pakistan",28.6195429,77.2351854,Government of India,,Government of Pakistan,770,,1,Kashmir,1990,1,1,2,12/31/1948,5,12/31/1989,5,0,,,750,,770,,"750, 770",3,4/1/2014
1/20/2015,"India, Pakistan",28.6195429,77.2351854,Government of India,,Government of Pakistan,770,,1,Kashmir,1991,1,1,2,12/31/1948,5,12/31/1989,5,0,,,750,,770,,"750, 770",3,4/1/2014
1/20/2015,"India, Pakistan",28.6195429,77.2351854,Government of India,,Government of Pakistan,770,,1,Kashmir,1992,1,1,2,12/31/1948,5,12/31/1989,5,1,12/31/1992,5,750,,770,,"750, 770",3,4/1/2014
1/20/2015,"India, Pakistan",28.6195429,77.2351854,Government of India,,Government of Pakistan,770,,1,Kashmir,1996,1,1,2,12/31/1948,5,12/31/1996,5,0,,,750,,770,,"750, 770",3,4/1/2014
